C:\Users\User\Desktop\example.mxp
Segment	Ramp/Plateau	Ramp/Plateau #	Well	Dye	Cycle #	Fluorescence	Temperature
 1	P	 1	 1	SyprO	  1	     3061	25.1
 1	P	 1	 1	SyprO	  1	     3060	25.1
 1	P	 1	 1	SyprO	  1	     3071	25.1
 1	P	 1	 1	SyprO	  2	     3115	26.1
 1	P	 1	 1	SyprO	  2	     3122	26.0
 1	P	 1	 1	SyprO	  2	     3117	26.0
 1	P	 1	 1	SyprO	  3	     3111	27.1
 1	P	 1	 1	SyprO	  3	     3121	27.1
 1	P	 1	 1	SyprO	  3	     3118	27.1
 1	P	 1	 1	SyprO	  4	     3120	28.1
 1	P	 1	 1	SyprO	  4	     3115	28.1
 1	P	 1	 1	SyprO	  4	     3118	28.1
 1	P	 1	 1	SyprO	  5	     3115	29.1
 1	P	 1	 1	SyprO	  5	     3099	29.1
 1	P	 1	 1	SyprO	  5	     3116	29.1
 1	P	 1	 1	SyprO	  6	     3099	30.1
 1	P	 1	 1	SyprO	  6	     3095	30.1
 1	P	 1	 1	SyprO	  6	     3096	30.1
 1	P	 1	 1	SyprO	  7	     3087	31.1
 1	P	 1	 1	SyprO	  7	     3086	31.1
 1	P	 1	 1	SyprO	  7	     3083	31.1
 1	P	 1	 1	SyprO	  8	     3077	32.1
 1	P	 1	 1	SyprO	  8	     3075	32.1
 1	P	 1	 1	SyprO	  8	     3091	32.1
 1	P	 1	 1	SyprO	  9	     3059	33.0
 1	P	 1	 1	SyprO	  9	     3075	33.0
 1	P	 1	 1	SyprO	  9	     3080	33.0
 1	P	 1	 1	SyprO	 10	     3061	34.0
 1	P	 1	 1	SyprO	 10	     3059	34.0
 1	P	 1	 1	SyprO	 10	     3059	34.0
 1	P	 1	 1	SyprO	 11	     3051	35.0
 1	P	 1	 1	SyprO	 11	     3040	35.0
 1	P	 1	 1	SyprO	 11	     3045	35.0
 1	P	 1	 1	SyprO	 12	     3037	36.0
 1	P	 1	 1	SyprO	 12	     3024	36.0
 1	P	 1	 1	SyprO	 12	     3025	36.0
 1	P	 1	 1	SyprO	 13	     3018	37.0
 1	P	 1	 1	SyprO	 13	     3020	37.0
 1	P	 1	 1	SyprO	 13	     3020	37.0
 1	P	 1	 1	SyprO	 14	     3010	38.0
 1	P	 1	 1	SyprO	 14	     3003	37.8
 1	P	 1	 1	SyprO	 14	     3002	38.0
 1	P	 1	 1	SyprO	 15	     2996	39.0
 1	P	 1	 1	SyprO	 15	     2998	38.8
 1	P	 1	 1	SyprO	 15	     2995	38.8
 1	P	 1	 1	SyprO	 16	     2974	39.8
 1	P	 1	 1	SyprO	 16	     2978	39.8
 1	P	 1	 1	SyprO	 16	     2972	39.8
 1	P	 1	 1	SyprO	 17	     2969	40.8
 1	P	 1	 1	SyprO	 17	     2967	41.0
 1	P	 1	 1	SyprO	 17	     2968	40.8
 1	P	 1	 1	SyprO	 18	     2949	41.8
 1	P	 1	 1	SyprO	 18	     2944	41.8
 1	P	 1	 1	SyprO	 18	     2946	41.8
 1	P	 1	 1	SyprO	 19	     2942	42.8
 1	P	 1	 1	SyprO	 19	     2931	42.8
 1	P	 1	 1	SyprO	 19	     2942	42.7
 1	P	 1	 1	SyprO	 20	     2932	43.8
 1	P	 1	 1	SyprO	 20	     2919	43.8
 1	P	 1	 1	SyprO	 20	     2925	43.8
 1	P	 1	 1	SyprO	 21	     2921	44.7
 1	P	 1	 1	SyprO	 21	     2915	44.7
 1	P	 1	 1	SyprO	 21	     2912	44.7
 1	P	 1	 1	SyprO	 22	     2908	45.8
 1	P	 1	 1	SyprO	 22	     2907	45.7
 1	P	 1	 1	SyprO	 22	     2898	45.7
 1	P	 1	 1	SyprO	 23	     2884	46.7
 1	P	 1	 1	SyprO	 23	     2880	46.7
 1	P	 1	 1	SyprO	 23	     2886	46.8
 1	P	 1	 1	SyprO	 24	     2874	47.8
 1	P	 1	 1	SyprO	 24	     2872	47.7
 1	P	 1	 1	SyprO	 24	     2866	47.7
 1	P	 1	 1	SyprO	 25	     2860	48.7
 1	P	 1	 1	SyprO	 25	     2868	48.7
 1	P	 1	 1	SyprO	 25	     2862	48.7
 1	P	 1	 1	SyprO	 26	     2844	49.8
 1	P	 1	 1	SyprO	 26	     2835	49.7
 1	P	 1	 1	SyprO	 26	     2833	49.7
 1	P	 1	 1	SyprO	 27	     2833	50.7
 1	P	 1	 1	SyprO	 27	     2818	50.7
 1	P	 1	 1	SyprO	 27	     2815	50.7
 1	P	 1	 1	SyprO	 28	     2801	51.7
 1	P	 1	 1	SyprO	 28	     2794	51.7
 1	P	 1	 1	SyprO	 28	     2806	51.7
 1	P	 1	 1	SyprO	 29	     2793	52.7
 1	P	 1	 1	SyprO	 29	     2780	52.7
 1	P	 1	 1	SyprO	 29	     2797	52.7
 1	P	 1	 1	SyprO	 30	     2776	53.8
 1	P	 1	 1	SyprO	 30	     2777	53.7
 1	P	 1	 1	SyprO	 30	     2777	53.7
 1	P	 1	 1	SyprO	 31	     2751	54.8
 1	P	 1	 1	SyprO	 31	     2758	54.7
 1	P	 1	 1	SyprO	 31	     2750	54.7
 1	P	 1	 1	SyprO	 32	     2753	55.7
 1	P	 1	 1	SyprO	 32	     2741	55.7
 1	P	 1	 1	SyprO	 32	     2748	55.7
 1	P	 1	 1	SyprO	 33	     2736	56.7
 1	P	 1	 1	SyprO	 33	     2732	56.7
 1	P	 1	 1	SyprO	 33	     2735	56.7
 1	P	 1	 1	SyprO	 34	     2714	57.7
 1	P	 1	 1	SyprO	 34	     2721	57.7
 1	P	 1	 1	SyprO	 34	     2717	57.7
 1	P	 1	 1	SyprO	 35	     2741	58.7
 1	P	 1	 1	SyprO	 35	     2734	58.7
 1	P	 1	 1	SyprO	 35	     2734	58.7
 1	P	 1	 1	SyprO	 36	     2720	59.8
 1	P	 1	 1	SyprO	 36	     2715	59.7
 1	P	 1	 1	SyprO	 36	     2720	59.7
 1	P	 1	 1	SyprO	 37	     2709	60.7
 1	P	 1	 1	SyprO	 37	     2704	60.7
 1	P	 1	 1	SyprO	 37	     2707	60.7
 1	P	 1	 1	SyprO	 38	     2695	61.8
 1	P	 1	 1	SyprO	 38	     2696	61.7
 1	P	 1	 1	SyprO	 38	     2691	61.6
 1	P	 1	 1	SyprO	 39	     2703	62.8
 1	P	 1	 1	SyprO	 39	     2707	62.7
 1	P	 1	 1	SyprO	 39	     2697	62.7
 1	P	 1	 1	SyprO	 40	     2709	63.8
 1	P	 1	 1	SyprO	 40	     2696	63.7
 1	P	 1	 1	SyprO	 40	     2701	63.7
 1	P	 1	 1	SyprO	 41	     2703	64.9
 1	P	 1	 1	SyprO	 41	     2700	64.7
 1	P	 1	 1	SyprO	 41	     2700	64.7
 1	P	 1	 1	SyprO	 42	     2724	65.9
 1	P	 1	 1	SyprO	 42	     2727	65.7
 1	P	 1	 1	SyprO	 42	     2717	65.5
 1	P	 1	 1	SyprO	 43	     2751	66.9
 1	P	 1	 1	SyprO	 43	     2758	66.7
 1	P	 1	 1	SyprO	 43	     2751	66.5
 1	P	 1	 1	SyprO	 44	     2788	67.9
 1	P	 1	 1	SyprO	 44	     2800	67.7
 1	P	 1	 1	SyprO	 44	     2797	67.5
 1	P	 1	 1	SyprO	 45	     2856	69.0
 1	P	 1	 1	SyprO	 45	     2857	68.7
 1	P	 1	 1	SyprO	 45	     2866	68.5
 1	P	 1	 1	SyprO	 46	     2946	69.9
 1	P	 1	 1	SyprO	 46	     2967	69.7
 1	P	 1	 1	SyprO	 46	     2978	69.5
 1	P	 1	 1	SyprO	 47	     3113	70.9
 1	P	 1	 1	SyprO	 47	     3166	70.7
 1	P	 1	 1	SyprO	 47	     3195	70.5
 1	P	 1	 1	SyprO	 48	     3494	72.0
 1	P	 1	 1	SyprO	 48	     3579	71.7
 1	P	 1	 1	SyprO	 48	     3660	71.5
 1	P	 1	 1	SyprO	 49	     4244	72.9
 1	P	 1	 1	SyprO	 49	     4374	72.7
 1	P	 1	 1	SyprO	 49	     4467	72.5
 1	P	 1	 1	SyprO	 50	     5015	73.7
 1	P	 1	 1	SyprO	 50	     5092	73.5
 1	P	 1	 1	SyprO	 50	     5194	73.7
 1	P	 1	 1	SyprO	 51	     5413	75.0
 1	P	 1	 1	SyprO	 51	     5471	74.9
 1	P	 1	 1	SyprO	 51	     5505	74.5
 1	P	 1	 1	SyprO	 52	     5501	76.0
 1	P	 1	 1	SyprO	 52	     5532	75.7
 1	P	 1	 1	SyprO	 52	     5546	75.5
 1	P	 1	 1	SyprO	 53	     5478	77.0
 1	P	 1	 1	SyprO	 53	     5489	76.7
 1	P	 1	 1	SyprO	 53	     5499	76.5
 1	P	 1	 1	SyprO	 54	     5474	77.9
 1	P	 1	 1	SyprO	 54	     5521	77.5
 1	P	 1	 1	SyprO	 54	     5485	77.5
 1	P	 1	 1	SyprO	 55	     5384	78.7
 1	P	 1	 1	SyprO	 55	     5405	78.7
 1	P	 1	 1	SyprO	 55	     5410	78.5
 1	P	 1	 1	SyprO	 56	     5307	80.0
 1	P	 1	 1	SyprO	 56	     5322	79.9
 1	P	 1	 1	SyprO	 56	     5340	79.5
 1	P	 1	 1	SyprO	 57	     5190	81.0
 1	P	 1	 1	SyprO	 57	     5227	80.9
 1	P	 1	 1	SyprO	 57	     5213	80.7
 1	P	 1	 1	SyprO	 58	     5094	81.7
 1	P	 1	 1	SyprO	 58	     5096	81.7
 1	P	 1	 1	SyprO	 58	     5079	81.5
 1	P	 1	 1	SyprO	 59	     4980	83.0
 1	P	 1	 1	SyprO	 59	     5013	82.9
 1	P	 1	 1	SyprO	 59	     5009	82.5
 1	P	 1	 1	SyprO	 60	     4883	84.0
 1	P	 1	 1	SyprO	 60	     4884	83.9
 1	P	 1	 1	SyprO	 60	     4875	83.7
 1	P	 1	 1	SyprO	 61	     4778	85.0
 1	P	 1	 1	SyprO	 61	     4764	85.0
 1	P	 1	 1	SyprO	 61	     4820	84.7
 1	P	 1	 1	SyprO	 62	     4692	86.0
 1	P	 1	 1	SyprO	 62	     4697	86.0
 1	P	 1	 1	SyprO	 62	     4690	85.7
 1	P	 1	 1	SyprO	 63	     4587	86.9
 1	P	 1	 1	SyprO	 63	     4565	86.7
 1	P	 1	 1	SyprO	 63	     4566	86.7
 1	P	 1	 1	SyprO	 64	     4493	87.9
 1	P	 1	 1	SyprO	 64	     4483	87.7
 1	P	 1	 1	SyprO	 64	     4491	87.5
 1	P	 1	 1	SyprO	 65	     4394	88.9
 1	P	 1	 1	SyprO	 65	     4397	89.0
 1	P	 1	 1	SyprO	 65	     4386	89.0
 1	P	 1	 1	SyprO	 66	     4312	90.0
 1	P	 1	 1	SyprO	 66	     4309	89.9
 1	P	 1	 1	SyprO	 66	     4304	89.7
 1	P	 1	 1	SyprO	 67	     4224	90.9
 1	P	 1	 1	SyprO	 67	     4230	90.9
 1	P	 1	 1	SyprO	 67	     4221	90.7
 1	P	 1	 1	SyprO	 68	     4126	92.0
 1	P	 1	 1	SyprO	 68	     4107	92.0
 1	P	 1	 1	SyprO	 68	     4117	91.7
 1	P	 1	 1	SyprO	 69	     4066	93.0
 1	P	 1	 1	SyprO	 69	     4061	92.9
 1	P	 1	 1	SyprO	 69	     4054	92.7
 1	P	 1	 1	SyprO	 70	     4007	93.7
 1	P	 1	 1	SyprO	 70	     3981	93.7
 1	P	 1	 1	SyprO	 70	     3968	93.7
 1	P	 1	 1	SyprO	 71	     3914	94.7
 1	P	 1	 1	SyprO	 71	     3915	94.7
 1	P	 1	 1	SyprO	 71	     3917	94.7
 1	P	 1	 2	SyprO	  1	     3145	25.1
 1	P	 1	 2	SyprO	  1	     3173	25.1
 1	P	 1	 2	SyprO	  1	     3178	25.1
 1	P	 1	 2	SyprO	  2	     3204	26.1
 1	P	 1	 2	SyprO	  2	     3220	26.0
 1	P	 1	 2	SyprO	  2	     3220	26.0
 1	P	 1	 2	SyprO	  3	     3223	27.1
 1	P	 1	 2	SyprO	  3	     3209	27.1
 1	P	 1	 2	SyprO	  3	     3224	27.1
 1	P	 1	 2	SyprO	  4	     3228	28.1
 1	P	 1	 2	SyprO	  4	     3199	28.1
 1	P	 1	 2	SyprO	  4	     3219	28.1
 1	P	 1	 2	SyprO	  5	     3217	29.1
 1	P	 1	 2	SyprO	  5	     3200	29.1
 1	P	 1	 2	SyprO	  5	     3206	29.1
 1	P	 1	 2	SyprO	  6	     3205	30.1
 1	P	 1	 2	SyprO	  6	     3194	30.1
 1	P	 1	 2	SyprO	  6	     3191	30.1
 1	P	 1	 2	SyprO	  7	     3182	31.1
 1	P	 1	 2	SyprO	  7	     3169	31.1
 1	P	 1	 2	SyprO	  7	     3182	31.1
 1	P	 1	 2	SyprO	  8	     3181	32.1
 1	P	 1	 2	SyprO	  8	     3175	32.1
 1	P	 1	 2	SyprO	  8	     3180	32.1
 1	P	 1	 2	SyprO	  9	     3179	33.0
 1	P	 1	 2	SyprO	  9	     3161	33.0
 1	P	 1	 2	SyprO	  9	     3160	33.0
 1	P	 1	 2	SyprO	 10	     3170	34.0
 1	P	 1	 2	SyprO	 10	     3155	34.0
 1	P	 1	 2	SyprO	 10	     3146	34.0
 1	P	 1	 2	SyprO	 11	     3147	35.0
 1	P	 1	 2	SyprO	 11	     3143	35.0
 1	P	 1	 2	SyprO	 11	     3148	35.0
 1	P	 1	 2	SyprO	 12	     3136	36.0
 1	P	 1	 2	SyprO	 12	     3131	36.0
 1	P	 1	 2	SyprO	 12	     3131	36.0
 1	P	 1	 2	SyprO	 13	     3109	37.0
 1	P	 1	 2	SyprO	 13	     3108	37.0
 1	P	 1	 2	SyprO	 13	     3113	37.0
 1	P	 1	 2	SyprO	 14	     3103	38.0
 1	P	 1	 2	SyprO	 14	     3100	37.8
 1	P	 1	 2	SyprO	 14	     3096	38.0
 1	P	 1	 2	SyprO	 15	     3094	39.0
 1	P	 1	 2	SyprO	 15	     3076	38.8
 1	P	 1	 2	SyprO	 15	     3082	38.8
 1	P	 1	 2	SyprO	 16	     3075	39.8
 1	P	 1	 2	SyprO	 16	     3057	39.8
 1	P	 1	 2	SyprO	 16	     3051	39.8
 1	P	 1	 2	SyprO	 17	     3060	40.8
 1	P	 1	 2	SyprO	 17	     3043	41.0
 1	P	 1	 2	SyprO	 17	     3057	40.8
 1	P	 1	 2	SyprO	 18	     3048	41.8
 1	P	 1	 2	SyprO	 18	     3023	41.8
 1	P	 1	 2	SyprO	 18	     3019	41.8
 1	P	 1	 2	SyprO	 19	     3025	42.8
 1	P	 1	 2	SyprO	 19	     3018	42.8
 1	P	 1	 2	SyprO	 19	     3016	42.7
 1	P	 1	 2	SyprO	 20	     3011	43.8
 1	P	 1	 2	SyprO	 20	     3008	43.8
 1	P	 1	 2	SyprO	 20	     3009	43.8
 1	P	 1	 2	SyprO	 21	     2990	44.7
 1	P	 1	 2	SyprO	 21	     2990	44.7
 1	P	 1	 2	SyprO	 21	     2988	44.7
 1	P	 1	 2	SyprO	 22	     2982	45.8
 1	P	 1	 2	SyprO	 22	     2973	45.7
 1	P	 1	 2	SyprO	 22	     2963	45.7
 1	P	 1	 2	SyprO	 23	     2972	46.7
 1	P	 1	 2	SyprO	 23	     2958	46.7
 1	P	 1	 2	SyprO	 23	     2946	46.8
 1	P	 1	 2	SyprO	 24	     2937	47.8
 1	P	 1	 2	SyprO	 24	     2941	47.7
 1	P	 1	 2	SyprO	 24	     2935	47.7
 1	P	 1	 2	SyprO	 25	     2934	48.7
 1	P	 1	 2	SyprO	 25	     2919	48.7
 1	P	 1	 2	SyprO	 25	     2914	48.7
 1	P	 1	 2	SyprO	 26	     2900	49.8
 1	P	 1	 2	SyprO	 26	     2892	49.7
 1	P	 1	 2	SyprO	 26	     2898	49.7
 1	P	 1	 2	SyprO	 27	     2894	50.7
 1	P	 1	 2	SyprO	 27	     2877	50.7
 1	P	 1	 2	SyprO	 27	     2870	50.7
 1	P	 1	 2	SyprO	 28	     2864	51.7
 1	P	 1	 2	SyprO	 28	     2857	51.7
 1	P	 1	 2	SyprO	 28	     2865	51.7
 1	P	 1	 2	SyprO	 29	     2910	52.7
 1	P	 1	 2	SyprO	 29	     2907	52.7
 1	P	 1	 2	SyprO	 29	     2903	52.7
 1	P	 1	 2	SyprO	 30	     2900	53.8
 1	P	 1	 2	SyprO	 30	     2896	53.7
 1	P	 1	 2	SyprO	 30	     2891	53.7
 1	P	 1	 2	SyprO	 31	     2878	54.8
 1	P	 1	 2	SyprO	 31	     2878	54.7
 1	P	 1	 2	SyprO	 31	     2883	54.7
 1	P	 1	 2	SyprO	 32	     2871	55.7
 1	P	 1	 2	SyprO	 32	     2864	55.7
 1	P	 1	 2	SyprO	 32	     2868	55.7
 1	P	 1	 2	SyprO	 33	     2846	56.7
 1	P	 1	 2	SyprO	 33	     2866	56.7
 1	P	 1	 2	SyprO	 33	     2862	56.7
 1	P	 1	 2	SyprO	 34	     2861	57.7
 1	P	 1	 2	SyprO	 34	     2849	57.7
 1	P	 1	 2	SyprO	 34	     2849	57.7
 1	P	 1	 2	SyprO	 35	     2836	58.7
 1	P	 1	 2	SyprO	 35	     2827	58.7
 1	P	 1	 2	SyprO	 35	     2831	58.7
 1	P	 1	 2	SyprO	 36	     2818	59.8
 1	P	 1	 2	SyprO	 36	     2819	59.7
 1	P	 1	 2	SyprO	 36	     2803	59.7
 1	P	 1	 2	SyprO	 37	     2806	60.7
 1	P	 1	 2	SyprO	 37	     2793	60.7
 1	P	 1	 2	SyprO	 37	     2801	60.7
 1	P	 1	 2	SyprO	 38	     2800	61.8
 1	P	 1	 2	SyprO	 38	     2794	61.7
 1	P	 1	 2	SyprO	 38	     2787	61.6
 1	P	 1	 2	SyprO	 39	     2799	62.8
 1	P	 1	 2	SyprO	 39	     2806	62.7
 1	P	 1	 2	SyprO	 39	     2789	62.7
 1	P	 1	 2	SyprO	 40	     2786	63.8
 1	P	 1	 2	SyprO	 40	     2792	63.7
 1	P	 1	 2	SyprO	 40	     2796	63.7
 1	P	 1	 2	SyprO	 41	     2800	64.9
 1	P	 1	 2	SyprO	 41	     2781	64.7
 1	P	 1	 2	SyprO	 41	     2798	64.7
 1	P	 1	 2	SyprO	 42	     2804	65.9
 1	P	 1	 2	SyprO	 42	     2806	65.7
 1	P	 1	 2	SyprO	 42	     2803	65.5
 1	P	 1	 2	SyprO	 43	     2825	66.9
 1	P	 1	 2	SyprO	 43	     2831	66.7
 1	P	 1	 2	SyprO	 43	     2842	66.5
 1	P	 1	 2	SyprO	 44	     2882	67.9
 1	P	 1	 2	SyprO	 44	     2876	67.7
 1	P	 1	 2	SyprO	 44	     2894	67.5
 1	P	 1	 2	SyprO	 45	     2960	69.0
 1	P	 1	 2	SyprO	 45	     2972	68.7
 1	P	 1	 2	SyprO	 45	     2987	68.5
 1	P	 1	 2	SyprO	 46	     3102	69.9
 1	P	 1	 2	SyprO	 46	     3130	69.7
 1	P	 1	 2	SyprO	 46	     3156	69.5
 1	P	 1	 2	SyprO	 47	     3368	70.9
 1	P	 1	 2	SyprO	 47	     3419	70.7
 1	P	 1	 2	SyprO	 47	     3460	70.5
 1	P	 1	 2	SyprO	 48	     3797	72.0
 1	P	 1	 2	SyprO	 48	     3888	71.7
 1	P	 1	 2	SyprO	 48	     3952	71.5
 1	P	 1	 2	SyprO	 49	     4492	72.9
 1	P	 1	 2	SyprO	 49	     4610	72.7
 1	P	 1	 2	SyprO	 49	     4746	72.5
 1	P	 1	 2	SyprO	 50	     5265	73.7
 1	P	 1	 2	SyprO	 50	     5354	73.5
 1	P	 1	 2	SyprO	 50	     5434	73.7
 1	P	 1	 2	SyprO	 51	     5757	75.0
 1	P	 1	 2	SyprO	 51	     5819	74.9
 1	P	 1	 2	SyprO	 51	     5879	74.5
 1	P	 1	 2	SyprO	 52	     5964	76.0
 1	P	 1	 2	SyprO	 52	     6010	75.7
 1	P	 1	 2	SyprO	 52	     6023	75.5
 1	P	 1	 2	SyprO	 53	     6050	77.0
 1	P	 1	 2	SyprO	 53	     6109	76.7
 1	P	 1	 2	SyprO	 53	     6115	76.5
 1	P	 1	 2	SyprO	 54	     6111	77.9
 1	P	 1	 2	SyprO	 54	     6137	77.5
 1	P	 1	 2	SyprO	 54	     6129	77.5
 1	P	 1	 2	SyprO	 55	     6074	78.7
 1	P	 1	 2	SyprO	 55	     6096	78.7
 1	P	 1	 2	SyprO	 55	     6081	78.5
 1	P	 1	 2	SyprO	 56	     6030	80.0
 1	P	 1	 2	SyprO	 56	     6067	79.9
 1	P	 1	 2	SyprO	 56	     6070	79.5
 1	P	 1	 2	SyprO	 57	     5977	81.0
 1	P	 1	 2	SyprO	 57	     6006	80.9
 1	P	 1	 2	SyprO	 57	     6023	80.7
 1	P	 1	 2	SyprO	 58	     5938	81.7
 1	P	 1	 2	SyprO	 58	     5927	81.7
 1	P	 1	 2	SyprO	 58	     5944	81.5
 1	P	 1	 2	SyprO	 59	     5845	83.0
 1	P	 1	 2	SyprO	 59	     5866	82.9
 1	P	 1	 2	SyprO	 59	     5878	82.5
 1	P	 1	 2	SyprO	 60	     5747	84.0
 1	P	 1	 2	SyprO	 60	     5733	83.9
 1	P	 1	 2	SyprO	 60	     5733	83.7
 1	P	 1	 2	SyprO	 61	     5608	85.0
 1	P	 1	 2	SyprO	 61	     5595	85.0
 1	P	 1	 2	SyprO	 61	     5640	84.7
 1	P	 1	 2	SyprO	 62	     5510	86.0
 1	P	 1	 2	SyprO	 62	     5488	86.0
 1	P	 1	 2	SyprO	 62	     5500	85.7
 1	P	 1	 2	SyprO	 63	     5351	86.9
 1	P	 1	 2	SyprO	 63	     5346	86.7
 1	P	 1	 2	SyprO	 63	     5361	86.7
 1	P	 1	 2	SyprO	 64	     5219	87.9
 1	P	 1	 2	SyprO	 64	     5246	87.7
 1	P	 1	 2	SyprO	 64	     5230	87.5
 1	P	 1	 2	SyprO	 65	     5106	88.9
 1	P	 1	 2	SyprO	 65	     5131	89.0
 1	P	 1	 2	SyprO	 65	     5102	89.0
 1	P	 1	 2	SyprO	 66	     4990	90.0
 1	P	 1	 2	SyprO	 66	     4983	89.9
 1	P	 1	 2	SyprO	 66	     4981	89.7
 1	P	 1	 2	SyprO	 67	     4846	90.9
 1	P	 1	 2	SyprO	 67	     4863	90.9
 1	P	 1	 2	SyprO	 67	     4856	90.7
 1	P	 1	 2	SyprO	 68	     4750	92.0
 1	P	 1	 2	SyprO	 68	     4727	92.0
 1	P	 1	 2	SyprO	 68	     4704	91.7
 1	P	 1	 2	SyprO	 69	     4619	93.0
 1	P	 1	 2	SyprO	 69	     4629	92.9
 1	P	 1	 2	SyprO	 69	     4641	92.7
 1	P	 1	 2	SyprO	 70	     4524	93.7
 1	P	 1	 2	SyprO	 70	     4513	93.7
 1	P	 1	 2	SyprO	 70	     4503	93.7
 1	P	 1	 2	SyprO	 71	     4408	94.7
 1	P	 1	 2	SyprO	 71	     4417	94.7
 1	P	 1	 2	SyprO	 71	     4387	94.7
 1	P	 1	 3	SyprO	  1	     2654	25.1
 1	P	 1	 3	SyprO	  1	     2665	25.1
 1	P	 1	 3	SyprO	  1	     2670	25.1
 1	P	 1	 3	SyprO	  2	     2674	26.1
 1	P	 1	 3	SyprO	  2	     2677	26.0
 1	P	 1	 3	SyprO	  2	     2674	26.0
 1	P	 1	 3	SyprO	  3	     2663	27.1
 1	P	 1	 3	SyprO	  3	     2666	27.1
 1	P	 1	 3	SyprO	  3	     2664	27.1
 1	P	 1	 3	SyprO	  4	     2668	28.1
 1	P	 1	 3	SyprO	  4	     2661	28.1
 1	P	 1	 3	SyprO	  4	     2664	28.1
 1	P	 1	 3	SyprO	  5	     2668	29.1
 1	P	 1	 3	SyprO	  5	     2648	29.1
 1	P	 1	 3	SyprO	  5	     2657	29.1
 1	P	 1	 3	SyprO	  6	     2649	30.1
 1	P	 1	 3	SyprO	  6	     2648	30.1
 1	P	 1	 3	SyprO	  6	     2651	30.1
 1	P	 1	 3	SyprO	  7	     2644	31.1
 1	P	 1	 3	SyprO	  7	     2643	31.1
 1	P	 1	 3	SyprO	  7	     2636	31.1
 1	P	 1	 3	SyprO	  8	     2641	32.1
 1	P	 1	 3	SyprO	  8	     2638	32.1
 1	P	 1	 3	SyprO	  8	     2639	32.1
 1	P	 1	 3	SyprO	  9	     2640	33.0
 1	P	 1	 3	SyprO	  9	     2635	33.0
 1	P	 1	 3	SyprO	  9	     2642	33.0
 1	P	 1	 3	SyprO	 10	     2621	34.0
 1	P	 1	 3	SyprO	 10	     2629	34.0
 1	P	 1	 3	SyprO	 10	     2633	34.0
 1	P	 1	 3	SyprO	 11	     2630	35.0
 1	P	 1	 3	SyprO	 11	     2637	35.0
 1	P	 1	 3	SyprO	 11	     2629	35.0
 1	P	 1	 3	SyprO	 12	     2623	36.0
 1	P	 1	 3	SyprO	 12	     2620	36.0
 1	P	 1	 3	SyprO	 12	     2620	36.0
 1	P	 1	 3	SyprO	 13	     2613	37.0
 1	P	 1	 3	SyprO	 13	     2618	37.0
 1	P	 1	 3	SyprO	 13	     2616	37.0
 1	P	 1	 3	SyprO	 14	     2605	38.0
 1	P	 1	 3	SyprO	 14	     2602	37.8
 1	P	 1	 3	SyprO	 14	     2614	38.0
 1	P	 1	 3	SyprO	 15	     2611	39.0
 1	P	 1	 3	SyprO	 15	     2598	38.8
 1	P	 1	 3	SyprO	 15	     2599	38.8
 1	P	 1	 3	SyprO	 16	     2596	39.8
 1	P	 1	 3	SyprO	 16	     2602	39.8
 1	P	 1	 3	SyprO	 16	     2593	39.8
 1	P	 1	 3	SyprO	 17	     2596	40.8
 1	P	 1	 3	SyprO	 17	     2589	41.0
 1	P	 1	 3	SyprO	 17	     2583	40.8
 1	P	 1	 3	SyprO	 18	     2577	41.8
 1	P	 1	 3	SyprO	 18	     2577	41.8
 1	P	 1	 3	SyprO	 18	     2570	41.8
 1	P	 1	 3	SyprO	 19	     2567	42.8
 1	P	 1	 3	SyprO	 19	     2562	42.8
 1	P	 1	 3	SyprO	 19	     2561	42.7
 1	P	 1	 3	SyprO	 20	     2558	43.8
 1	P	 1	 3	SyprO	 20	     2566	43.8
 1	P	 1	 3	SyprO	 20	     2561	43.8
 1	P	 1	 3	SyprO	 21	     2552	44.7
 1	P	 1	 3	SyprO	 21	     2550	44.7
 1	P	 1	 3	SyprO	 21	     2548	44.7
 1	P	 1	 3	SyprO	 22	     2540	45.8
 1	P	 1	 3	SyprO	 22	     2539	45.7
 1	P	 1	 3	SyprO	 22	     2540	45.7
 1	P	 1	 3	SyprO	 23	     2532	46.7
 1	P	 1	 3	SyprO	 23	     2537	46.7
 1	P	 1	 3	SyprO	 23	     2527	46.8
 1	P	 1	 3	SyprO	 24	     2529	47.8
 1	P	 1	 3	SyprO	 24	     2524	47.7
 1	P	 1	 3	SyprO	 24	     2525	47.7
 1	P	 1	 3	SyprO	 25	     2513	48.7
 1	P	 1	 3	SyprO	 25	     2514	48.7
 1	P	 1	 3	SyprO	 25	     2511	48.7
 1	P	 1	 3	SyprO	 26	     2506	49.8
 1	P	 1	 3	SyprO	 26	     2504	49.7
 1	P	 1	 3	SyprO	 26	     2507	49.7
 1	P	 1	 3	SyprO	 27	     2502	50.7
 1	P	 1	 3	SyprO	 27	     2495	50.7
 1	P	 1	 3	SyprO	 27	     2489	50.7
 1	P	 1	 3	SyprO	 28	     2485	51.7
 1	P	 1	 3	SyprO	 28	     2478	51.7
 1	P	 1	 3	SyprO	 28	     2478	51.7
 1	P	 1	 3	SyprO	 29	     2484	52.7
 1	P	 1	 3	SyprO	 29	     2475	52.7
 1	P	 1	 3	SyprO	 29	     2470	52.7
 1	P	 1	 3	SyprO	 30	     2470	53.8
 1	P	 1	 3	SyprO	 30	     2468	53.7
