"Excel Raw Data Export"
"Copyright (c) 2008 Corbett Life Science, a QIAGEN Company. All rights reserved."
"File","20200720_1_studentai_hsp90aN_icpd26_MG.rex"
"Date","2020-07-20"
"Time","11:13:34"


"Channel Melt A.Blue"

"ID","1","2","3","4","5","6","7","8","9","10","11"
"Page 1"," 200uM ICPD26 10uM Hsp90aN"," 100uM ICPD26 10uM Hsp90aN"," 50uM ICPD26 10uM Hsp90aN"," 25uM ICPD26 10uM Hsp90aN"," 12.5uM ICPD26 10uM Hsp90aN"," 6.25uM ICPD26 10uM Hsp90aN"," 3.125uM ICPD26 10uM Hsp90aN"," 1.5625uM ICPD26 10uM Hsp90aN"," 0uM ICPD26 10uM Hsp90aN"," 0uM ICPD26 10uM Hsp90aN"," 0uM ICPD26 10uM Hsp90aN"
"25","5.6042027706024","6.77157244220645","7.24967029613402","6.78206301976043","7.79697871366445","8.06530861371786","7.30930624270061","8.86233819078864","7.68940260929274","9.47105690525237","14.5394500212536"
"25.5","5.63744563973449","6.7038752046763","7.22787169342445","6.76941074743776","7.77091121792426","8.05629405308966","7.26038133682904","8.78528648813611","7.63602146435747","9.42778667887388","14.5548767247096"
"26","5.58198496399458","6.69311563795427","7.20480150555683","6.76521451641616","7.70061799038682","7.97338390609162","7.23214806636777","8.7460353791322","7.56302521008403","9.39879453727016","14.4670786602579"
"26.5","5.58949709785141","6.65493629358358","7.15495536736095","6.73873620085568","7.67058314895349","7.9216122246564","7.1440945341286","8.64020316297725","7.49246585793851","9.32885735357697","14.3307284003095"
"27","5.58383098552474","6.65547671727576","7.14244296940566","6.69990953579876","7.65504437832202","7.89830448791309","7.1427481498436","8.61142900740063","7.44411383230335","9.32090416640657","14.2318717370217"
"27.5","5.57782646132383","6.64415960936904","7.16988741021701","6.70612213757098","7.63278073875465","7.87905464490495","7.11363863114836","8.60395208667124","7.41410442257318","9.30962462806134","14.3269817654688"
"28","5.56746221658101","6.61411841000992","7.11108567940795","6.72452379135831","7.59103641456583","7.85076676585031","7.10879682612345","8.53198672465095","7.37414031760564","9.30230665547672","14.2615904987157"
"28.5","5.56689809516543","6.61576692933983","7.11332003618568","6.67347453797442","7.59042437687437","7.85127539991353","7.04086483441027","8.51958143329166","7.3081995444092","9.25635743671907","14.192743245158"
"29","5.56369370056713","6.62255422154713","7.10166616781403","6.66981383993286","7.53971747334073","7.83071205135751","7.01941934933736","8.47638666361486","7.2974511564578","9.24978431959434","14.2935617826897"
"29.5","5.53587777523461","6.5972381170367","7.06927009055643","6.63266084643974","7.53228918026355","7.80041199359121","6.98181034830962","8.4443427176318","7.26188589772934","9.26429715855214","14.127892402097"
"30","5.52859795020473","6.57249670296134","7.06839509769242","6.62135910934263","7.49757909748754","7.72553379328385","6.9365333682111","8.37919843184206","7.20083415986369","9.17097734035248","14.1050329340556"
"30.5","5.52198570738282","6.58990204881713","7.01335164415961","6.6223065101527","7.45817393105102","7.67518628722566","6.91060756338852","8.29861905851835","7.13847562371252","9.09120786896021","14.2750693013911"
"31","5.46305681805796","6.51395907060819","6.96203773338129","6.54492147053374","7.3871786068513","7.62767986572061","6.84662139823504","8.22108415350576","7.05620769708662","9.02320461258433","14.0825513084611"
"31.5","5.48395375129182","6.51031255563185","6.85620551722635","6.48610157422243","7.30866458126701","7.53980969819835","6.73990997177081","8.10432084636708","6.98014419775693","8.98624144858981","13.8751459877576"
"32","5.46501869230182","6.43971414765647","6.85270935671485","6.44576298043911","7.27244983596552","7.48574916347862","6.69657434958419","8.01190203707942","6.94224460212101","8.91068190221314","13.8451209277485"
"32.5","5.42970495591233","6.44108745962717","6.82402532997635","6.46829938200961","7.23659113450828","7.45746547646296","6.652043437349","7.95488024602238","6.89122860557972","8.80933852140078","13.8176801200376"
"33","5.4317031611607","6.41583182210328","6.8009460593576","6.43091477836271","7.16739733906134","7.41242593016454","6.61824470384782","7.90210888658508","6.81021884958713","8.77139442028433","13.7412578520384"
"33.5","5.40040260342389","6.4201825996287","6.75862770529742","6.38996973627324","7.13511863889525","7.34671040919611","6.52485948984004","7.82136771699601","6.7235945560505","8.69784593474225","13.5992891090975"
"34","5.38757915617609","6.39531039393708","6.6751681217234","6.30998702983139","7.06252929187239","7.25086921928305","6.49147402151522","7.6817730983444","6.64356014779453","8.64223315785458","13.4494192768397"
"34.5","5.37321024389003","6.37959360138349","6.66807519176482","6.323338673991","7.00835976413912","7.26220449269202","6.42181022863101","7.62417029068437","6.57980761894701","8.53066518436168","13.4365077967733"
"35","5.30413773810432","6.38829851006551","6.62824167516317","6.27756160830091","6.944271872173","7.13827943628814","6.36769156430406","7.50162127107652","6.53925383382925","8.49753130824314","13.256275272755"
"35.5","5.29128382870658","6.33320617481753","6.58655680170901","6.21652552071412","6.89453472699067","6.99265486173246","6.34022532489001","7.3637859813186","6.46534930444292","8.46101864870462","13.1281948577096"
"36","5.28822211587146","6.35528089316142","6.5435454337377","6.18783855954833","6.89221408407721","6.94305841662216","6.31472822592072","7.36266880292973","6.41293093112732","8.39734493018998","13.1689173723964"
"36.5","5.29549095902953","6.35423819333181","6.50608790094202","6.1499307894364","6.83651131808605","6.84150962589965","6.27368816428098","7.28847180895705","6.42275707050255","8.34919822815828","13.0775267305366"
